NUM_HORMIGAS	TIEMPO_MEDIO_EJECUCION
10	0.006914869944254557
20	0.01858374277750651
30	0.02960395018259684
40	0.029027779897054035
50	0.05652490456899007
60	0.05911312898000081
70	0.04938231309254964
80	0.07134371598561605
90	0.07647892634073893
100	0.09525574843088785
110	0.1190306027730306
120	0.11018153031667073
130	0.08199730714162191
140	0.12343978881835938
150	0.14762017726898194
